Sentence,Label
 Please draft an amendment for my review.,2

" Regarding 61NY and Brent analysis could you, please, use 18 forward months",2

 Please review and we can,2

 Please call me when you've had reviewed these items so we can determine how quickly we can move forward.,2

" Seating will be limited, so please reserve your seat as soon as possible via",2

 Please send Mark Greenberg a hard copy of the DynegyDirect ETAs with,2

 Please add them to Tagg.,2

 Please take a few minutes to review our 2001 goals on Enron's intranet at,2

 Please print the attachment.,2

 Please ensure that he receives this material for his meeting tomorrow.,2

 Please include your,2

 Could you give me an idea of your agenda for next week's London visit - in,2

 Please review the attached document.?,2

 please also email such request to the NAESB office.,2

 Please add a new link under the the Power tab in the Plant Outages folder called WSCC Interactive (Portland).,2

" Hi, could you please look up the following confirmations and forward these",2

 Please have someone look at the CES purchase agreement to see how these,2

 Please add the following information to page 8 under section 16.,2

 Can you and Rufino take care of sorting and handing out the mail daily?,2

 Please clarify.,2

" Please, look into it.",2

 Please get this to Tino.,2

 Please take a look at deal 372088.,2

 Pls call Marshall Brown,2

 Please all this woman and discuss her request re the GISB agreement.,2

 Please respond to eren_network_news=================================================,2

 FYI - Check my voice mail message that I left for you and call me when you,2

 PLEASE SEND THIS TO AS MANY CONCERNED AMERICANS AS YOU KNOW.,2

 please return to the address below,2

 Please call Mirant for the hours above to make sure everything is being,2

" received this message in error, please forward this message to",2

 Please call me at 3-9720 with any,2

 Please set up a call w/ me and Gary Grote(McConville's atty) for  early next,2

" Please, send him a copy of the book and reprints.",2

" Per the request of Rita Wynne, Please plan to attend the following meeting",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" agree, could you follow up on this (I'm having Martha email it to you).",2

 Please call me with,2

" You will need your order number, as shown above, and one of the following",2

 Please review prior to responding to external questions.,2

" Please, feel free to give me a call when you have a few minutes.",2

 Please give me a call this afternoon and let me know if you've had a chance,2

" When you get back-up , please",2

" Please direct any responses to my paralegal, Tana Jones, via intercompany=",2

 Please see comments regading Thresholds and advise as soon as possible.,2

" changes proposed by Reliant, please confirm and I will have Tana finalize the",2

 Will you please call Ty (whatever her name is)?,2

 intended recipient please inform us.,2

" Also, can you please send me",2

 Please talk to me about the schedule.,2

 Please send all correspondence to,2

 Please include EGM,2

" Please, remind me about it on Thursday (old age and the hectic pace here start",2

 d like to receive this product early in the morning       please call Syncr=,2

 Please call John Arnold and ask him where the traders are coming out on,2

" Please, send this memo to the entire group and ask if this demo was given",2

 Please donate this money to the funds set up to help repair the lives of those Americans hurt by Enron's underhanded dealings.,2

" Michelle, would you, at your convenience, please update our departmental",2

 Can you forward a copy?,2

 pls put on my calendar.,2

 Please send Vickie a copy of our schedule w/ attys.,2

 Please respond to \,2

" (Please print, sign, and",2

 Please send me the title and abstract of your talk as soon as possible so,2

 Please review and comment on this list,2

 Please contact Sherri Sera,2

 can you please get a good contact,2

" Please add Hong Kong to the list of locations requiring due diligence, ETA",2

" If you can, please update for these two items before next distribution",2

" Please, remind me about making arrangements for this trip later this week.",2

 Please respond to Chris.Germany@enron.com,2

 Please respond to <peichler@pccflow.com>,2

 Please contact me at your earliest convenience at 713-853-1586.,2

 Please create a Sitara record for this production at your,2

 Please dial 1-888-422-7109 and access code,2

 As discussed please take a look at the agreement.,2

 call me on this,2

 Please call at your earliest convenience so we,2

 Please rsvp to me.,2

 Please provide any,2

" the East Power group, I would like you to take a look and let me know how",2

 Can you please check with Chris Mallory and see if these are good deals.,2

 Please notify us,2

 Please call John Keffer and re-schedule Thursday's lunch - two meeting have,2

 Just give me a call.,2

 Please provide the exact Bammel working gas volumes for ENA to the Texas Desk (David Baumbach) that should be moved to HPLC,2

" receive this email, please send a note saying unsubscribe me to",2

 Please contact Jessica at x31918 to reserve your seat.,2

" intended recipient, please delete the e-mail and notify us",2

 Please read this message from Cynthia and get back to her if you can help.,2

 Could you please email me a,2

" not hear from me please call me (wk 853-7699, hm 972-1208).",2

" Please schedule an interview with this candidate,  Mark McCoy  713-369-9281",2

 Please coordinate with Kim Melodick to make this happen.,2

" Also, don't forget to check out the current issue --=20",2

 Please read below for instructions,2

" about the deals, so please give me a call Mon. AM and let me know what you",2

 Please confirm my opinion,2

" not, please fill in the name and forward to me for initialling before the",2

 Please respond to kontko,2

" Please, give me another day to elaborate.",2

 Please have every thing packed and ready =,2

 Take a look at it when you get a chance.,2

" Send them with Exhibit A and have them return signed copies that include Exhibit B, which will be a copy of the confirm b/w BMO and Reliant.",2

 Please reconcile.,2

 time offer (valid until June 30th) please come by the INFOZONE Kiosk in the=,2

 can you pls add california dept of water resources.,2

 Please ask wes to come over for 9,2

" To this end, will you please have",2

 Please confirm these points with Jeremy before finalizing the,2

 please communicate this to your contact and if they need to speak with,2

 Please email a copy to me and to Kim Ward.,2

 Call me ASAP 503-464-8862.,2

 Would you please prepare a,2

" Please plan to attend a meeting on Monday, June 11th at 11",2

 t,2

 (In the memo line of your check please write,2

 Please send him a password.,2

" Please print the report and memo, and mark your changes.",2

 (PS to Diana--could you print out the attachments to any of those emails and,2

" call me directly, whichever you prefer.",2

" Anyway, give me a call when you get a minute.",2

 regarding purchasing from Enron Canada please ask me.,2

 Please review the attached letter to Arizona Public Service Company (APS).,2

 Please add your comments when you feel the need for legal tracking purposes,2

 Look over and give me your feedback.,2

 please send out confirm at your earliest convenience.,2

 Please indicated approval via REPLY WITH HISTORY.,2

 Also can someone please send a copy to me for my file.,2

 Please make the effective date of the change order the date of execution.,2
